"rmse_home_xg";"rmse_away_xg";"rmse_home_goals";"rmse_away_goals";"benchmark_rmse_home_goals";"benchmark_rmse_away_goals"
0.8402572866047088;0.721796103747184;1.1697596728848592;1.1184260919152968;1.042203287419346;0.8912508496058097
