"venomio_log_loss_home_win";"venomio_log_loss_away_win";"venomio_log_loss_draw_win";"venomio_log_loss_overunder_25";"market_log_loss_home_win";"market_log_loss_away_win";"market_log_loss_draw_win";"market_log_loss_overunder_25"
0.6303806044776042;0.5849483573670023;0.5502848226305035;0.6710308706154312;0.6324070306560586;0.5682703729575278;0.5463497283710839;0.6002762408069261
